review,rating
"Very very very nice product. High bass quality headphone. No ear damage. no heating problem after long use. Once we charged for about 1 hr. It gives long backup i.e. near about 5-6 hrs.Please Avoid over charging for good battery backup. Nice and good product.If people want to enjoy music word, choose this one.very best product.READ MORE",5
Pros    Good Sound Quality(not too much better than a local simple earphone)    Nice connectivity(utna bhi nahi)Cons    My ear pains after using it  for around 30 min.(needed more soft material for the speaker's soft parts )READ MORE,1
Good product good conectivity good sound and good battery backup i have been using for three days my only problem is reagarding its fit it is very painful to wear it for more than fifteen minutes . I think every should rather go for in the ear or over the ear headphone trust me on the headphones are not at all comfortableREAD MORE,3
"Thanks flipkart for the good packaging and safe delivery! The headphone is awesome! I'll not say about the specs as it mentioned! Everything is fantastic,  except comfort! Those who listens for 3 or 4 hours, it is very nice!   Overall it's a very nice choice for the listeners,  not for professionals, also what can u expect in this price range? ,  this is awesome in this price! Go for it,  I'm sure you'll love this!READ MORE",5
the product is good but  vocal clarity is not good ....... but this this price range is goodREAD MORE,1
"First of I would like to appreciate the delivery time, just within a day I got this product delivered. Result of the product is good as expected. Though I found the same product available at a lower price on few other websites I preferred flipkart as I trust flipkart won't deliver duplicate or refurbished products. Thank you flipkart.READ MORE",4
Amazing Sound with Excellent charging pickup. Good model 👍.... Thank you Flipkart 🙏READ MORE,5
I received a quick delivery from flipkart. The headphones are light weight and foldable which makes it easy to carry. Sound quality is decent. Bluetooth connectivity is very good. The only negetive aspect of this device is the call quality. It's terrible. You can hear the other person but the microphone on this device is so poor that you won't be audible on the other end. It definitely doesn't support handsfree calling. I tried using the cable to call but again it didn't improve much. This is...READ MORE,3
"I bought in May 2019 and in June 2020, they’ve  completely stopped working!! they don't charge, they do work if not connected to a charger and audio is not clear either!!!not recommended , buy other products in this range. Go for earphones rather than headphonesREAD MORE",2
I love this product very muchI like the bassand beat too... I love it.. Thnx boat and FlipkartREAD MORE,5
The Best Boom Headset ever at this price range with Great Sound Quality 🔥 The Dual mode wired and wireless us awesomeREAD MORE,5
"Excellent Bass, Great Sound, Easy Connectivity, Solid Design but Little Bit Uncomfortable Got Both Good Quality Long AUX & Charging Cabke. I got it for 999 must buy at that Price Also Boat Has a Great Service.READ MORE",5
it's been 2 months i bought this .honest review*material quality is pretty good *but its mic is not good to talk in phone*one can easily hear what song u r playing if anyone nearby youREAD MORE,4
"honestly, this product is great. good sound quality, light and durable body, and reasonable price. the battery back up is good and it's features are great. it is quit tight and painfull for ears if you use it for long hours. but after some days you will get used it. from my opinion, it is best product anyone can get at this price and with excellent quality. give it A try thank you boAt 👍👍READ MORE",5
I am saying this after using this product for 4-5 days. it's a bit tight like you can't(infact we should not) use it for more than 30 min. it fits good. design awesome 👌. sound quality is just fabulous and bass is also good. I will strongly recommend this product if you like to listen music on the goREAD MORE,5
Getting a better output on aux cable than the Bluetooth mode on my honor 9 lite but when I am using redmi note 7 the output on Bluetooth is better than auxREAD MORE,4
"The packing of this boAT headset is awesome and the quality is like ""beast"".Flipkart is making a good progress in packing and quality checking.Bass is fabulous,and it is comfortable after using it.Thank you for delivering this boAT headset in a super speed,this headset was ordered in 16102019 and came to my hand on 18102019,Keep it up Flipkart for faster deliveryREAD MORE",5
"Awesome product in this price range!Sound- Perfect (55)Bass- Unsatisfactory (35)weight- Light weight (55)Accessibility- Good (45)Comfortability- Foldable, Adjustable (55) Ear Cup Cushion (As below) ~Carbon black ✔️  ~Black and Red ✔️ ~Blue ❌ (Cushion fabric is not comfortable on ear, it's a bit scratchy) ~Grey and Green ❌ (Cushion fabric is scratchy)READ MORE",5
superb bass in this price range very suitable for my laptop very nice pubg voice also so clearREAD MORE,5
"headphones are awesome , but you may feel some inconvenience because the headphones are too tight . it may be some uncomfortable to you upto some days but coming to the sound quality it's good and bass awesome . when u are listening using wire it's bass is high compared to the bluetooth. it won't slip from your head even u are running.Finally it's a good product and I will give 4.55 rating to it.READ MORE",5
the sound quality and the bass is amazing... the headphines are clear on the highs and mids. just have and amazing and impressive premium look with the Matt black finish and a thin red lining. these are amazing things of the headphones they are value for moneyREAD MORE,5
after 1 day experience good headphone with awesome quality of sound the biggest thing is you can also connect this by wire this is the best feature but not satisfied with base as 5 star so i am giving 4 starREAD MORE,4
thank you so much Flipkart excellent product budget is ok thank you so much Flipkart team1200 and super bass and sound quality excellent tqREAD MORE,5
PROS1. Battery last long all day.2. Bass is too good at this price.3. you can attach cable if battery is dead.4. Connect so fast with Bluetooth.CONS1. If you wear this minimum 20 minutes your ears 👂 will  hurt.2. Sometimes it gives connection problems.3. Sometimes you will hear little BEEP sound while connected with Bluetooth.4. Audio quality is not good it's only for bass lovers you literally can't hear any vocals sometimes.READ MORE,3
Battery backup is awesome! It's design is very good. It works well with in the distance of 6feets. you can connect with it very easily. Easy to use as well!READ MORE,5
sound quality is very awesome & bass is unbelievable as compare to other. It also very pretty in looking. Only giving 4 star because of it excessive bass and little uncomfortable design. continue using it 2 hours it become little uncomfortable .  its noise cancellation  is quiet good in this price segment .  All - over who  is keen lover of listening song it is the better choise .READ MORE,4
worth for money. but this headphones is only for people having metal ears. paining after a long use . the cushion 1.soft arramgements should me more soft .2.Bluetooth range is not expected as much .3.not suitable for Bluetooth Calling.4.a small dot sound is audible when we use it low volume 5.whenever notification come to my phone dot sound is been produced . 6.better for using in aux cable.READ MORE,4
"These are the best ones out there.One of the cool features is that it has a cable connection as an option. Handy when device runs out of battery.The voice guidance is another cool it's your in this.Guys blindly go for this, I got everything you need and it's worth every penny you have paid for.The sound is also the best in the class. You will be spending hours and I am sure that you won't be finding a better 1 in this price range.READ MORE",5
"Nice one. I am writing this review after a use of 4 months. I didn't get any problem till date with this headphone. I will definitely recommend everyone to buy this.  I had bought this at a very cheaper price of 1249 only thorough the flipkart itself.Nice sound, nice bass, nice Bluetooth range if kept in line to line with the headphone, nice look and Nice battery backup. You can definitely use it contineusly for at least 4 hours. The best part is that you are getting an aux cable support too...READ MORE",5
"Satisfied with these headphones. @QualityTo tell actually this headphones are base centric, mids and highs lack a bit. If you regularly listen to silent Bollywood songs this should not be your choice but EDM lover can surely purchase best for that.@Comfort The foam of the earpiece are soft but if you have ears a bit larger then this may hurt you. You can not wear thse for more than 1 hr Rest no issue range pretty good.Till 16 feet is seem less experience , after than a bit loss of soun...READ MORE",5
The product is too good bass and sound clarity is superb ..that too with call answering option in wireless..The best one I got from Boat ...was looking for a wirless headset for a long time..but prize was  a bit higher all the time...so I waited for the offer period ..luckily I got it that too for a best buy at 1199 now its almost 3k..this is mi second purchase from boat ..keeps the quality maintain all the time..I am very satisfied with my purchase...recommended to everyone looking for both ...READ MORE,5
"fabolous product i got. after watching so many reviews on youtube about this product i finally purchased it at 1200 inrand what i got, a superlight weight accessory which delievers crisp clear sound with perfect bass balance, and also the wireless conectivity and aux cable fullfill my all conditions, batteru backup was same as mentioned on box ie 8 hours.  go blindly instead of buying jbl or moto pulsepulse max under 1500..READ MORE",5
"Great Headset. It has a fantastic bass, the wireless capability is good and the battery backup is simply superb. But if you are using it call please avoid it because the inbuilt mic is bad. And as you all expect it is not at all comfortable and it will definitely make your ears in pain but you get so much at this price this problrm might not be serious. Overall its a great Headphone.READ MORE",4
Awesome bass... Awesome sound... Very comfortable to my ears... But there was a problem... The Bluetooth connection weakens frequently and you will get a jump through the lyrics for a sec while listening to songs... This you can avoid... But I got irritated when it occured a couple number of times... And ohh the battery lasts for long enough... I have returned the product... Might be a manufacturing defect... And ordered boats wireless 600 ... Let's see how this one goes...READ MORE,4
Hi guys I recently brought these headphone and have been using it for a while now. The headphones are just decent for the price range. I got it for under 1000 bucks. The optimal sound can be achieved through equilizer only. Pairing it is fairly easy. Battery is also decent. The ear puffs are not too comfortable. A little bigger and softer puffs would have been great. The build quality is also fairly decent. The only issue I faced was with the microphone. Others were not able to hear me proper...READ MORE,3
This is what I wanted. I got it @INR 999. I am seriously loving this product. boAt team you have done exceptionally well. The thump it provides in Stellio along with the bass is the one to listen for. I highly recommend this product. Kudos team boAt!repeated reviewdeducted 2 stars for the pain it causes on my ear. A type of headache on listening for only 15 mins.Guys you need to work on the structure and comfort of the  headphones.Hope I didn't get rude!READ MORE,3
Just awesome. I will highly recommend this one. I have used JBL and SONY but this one is far better than those. You can't find a better wireless headphone with in 5K. Bass and sound clarity is just awesome. You will be amazed if u play with wire.READ MORE,5
according to its price it is a good product sound quality is really amazing sound depends on your cell phone sound as i use it with gionee so it gives very good soungd with deep bassbut the range of bluetooth is bad it just work in less than 2 meter of distanceREAD MORE,4
"Very light, fits perfectly tight on my head, very good bass. And I am not an audiophile. Again 2 thumbs up for 3rd day delivery form the purchase day. Sound is superb, great bass coz I own k3 note.Bluetooth works good and battery backup also good easily u play movies or music UpTo 6 hours and takes 2 hour to charge.Thank you Flipkart.READ MORE",5
This headphones has awesome bass and and crystal clear music with a battery backup of 8 hours.  I say and confirm that these are the best headphones from 1000-2000. And these headphones are for bass beats that you also a small sound very clearly .  The envent headphones are for only acoustics that you can hear the music very deep. THESE HEADPHONES ARE BEST FOR RAP  SONG LISTENERS.READ MORE,5
"I have purchased these headphones at around 1080 Rs .on the freedom sale of flipkart. Thanks for the super fast delivery as always. These are the Bluetooth headset  with great sound,Bass is not that great ,but its ok ,and more importantly the Battery life is awesome. For Bluetooth headset battery life was always concern but this is perfect.in terms of battery.And also one good thing is that u can receive call as well. also u will get aux cable in case u want to use with ur mobile through 3.5 ...READ MORE",5
Item sound not so good and refund option is not available . Plz don't go for this item. Totly wastage of timeREAD MORE,1
"i am not satisfied with this product, compare pros and cons, cons are greater than pros, 1.build quality is not good2.it is very difficult to carry3.sond is good but not loud4. bass is not enough with song5. some noise coming when song changing time totally I am not satisfied with this productREAD MORE",4
used this headphone for 3 years now well it's working fine .. but the aux cable keeps on breaking so I have replaced it twice now. other than that it works fineREAD MORE,3
"The sound quality is good though while answering calls via bluetooth there is some disturbances. They are a bit tight though , can't wear them too long without having pain. Sound quality is good though company should work more on quality and comfort a bit.Battery backup is good.READ MORE",4
These headphones are absolute garbage. I have been using them for about a month now and already one side has stopped working . so disappointed.READ MORE,2
"Very nice Headphones in 1499-.All the things such as bass,battery etc. are very good and in very nice condition when it came.READ MORE",5
Disappointed by the sound quality but delivers good bass.. battery backup is good to be honest..Also has good comfortable cushions for ears..if you are interested in sound quality better look for JBL or Sony..READ MORE,3
"sound clarity good, Bass super and extrdinary build quality nice super product. I like itREAD MORE",4
Excellent product with good sound and price.Good quality and nice product.It is very light wate.I like this headset.It is very work full. And it works both jack and bluetooth. It is talking headphone with powerful speaker.READ MORE,5
I am writing this review after using one week.i can happily say that this headphone is awesome.sound is pretty good.Bass and design is also good.And most important thing is it perfectly tight in ears.This is much worthy product at this price range.I got it only 1050 in sale.But price is enough to buy this product.Believe me go for it you will never regret at this range.😍READ MORE,5
"The looks and design is simply awesome of this headphone. The day I received this item, I was so glad but after using it, I feel that the sound is flickering and hanging and this increased to the great extent.And the range of the connection is not decent at all, it got either disconnected or hanging at 4-5 meter range in a room.Unfortunately, you can't return this product to get refund. If you want you can replace this.One thing, if I had a opportunity to take decision, I will go with M...READ MORE",3
"One of the best headset at this price range , the thing that I like about this is it's capability of wired connection if your battery isn't charged you can use with the cable provided and I believe that the sound quality is better in wired connection as compared to the Bluetooth, i would definitely recommend you to buy this , one of the best at this range.READ MORE",4
Nice design it is very good product sounding is nice it wire and wireless they will aux. but it will not connect to dell laptopREAD MORE,4
"Almost a nice and very good product..with nice audio clearance, sound quality, bass and powerful battery backup..READ MORE",4
When u like on ear headset then u will buy boat rockers 400 this is the best headset I love it ♥️READ MORE,4
First of all its a china product....and buttons are very delicate and if I connect to my smart tv voice is not clear and  sometimes I can't hear from 1 side.....But also it has excellent bass in the begining....and I think it's not original boat headphones.....READ MORE,5
Nice and satisfying product. Sound quality time s superb and support bass till you can listen.READ MORE,5
"Awesome quality headset. Noise cancelation. Bass is too good. Best for listening music. Build quality is good little big for me but too good. I got it 964 only . I write this review after 2 weeks, so for me it is value for money.READ MORE",5
Very nice products battery backup is very nice and sound awesome or bass superbREAD MORE,5
I got this for my son's online schooling. He's finding it helpful so far.Pro'sLooks are goodSound quality is goodFits well & Doesn't heatCon'sSpeakerMic is not very clear at times; Voice is breakingContinuous usage causes ear pain  discomfort (take breaks) The volume control buttons doesn't work wellREAD MORE,4
"So fast so good. Pros Good sound quality, good bass,  good battery life.. Cons microphone is not as good as  in our wired ones, may be because of its position. Sometimes our voice is not audible at receiving end. Otherwise excellent product, worth for the money.READ MORE",4
Product is too good but delivery  is not nice my best suggestion  is not to order on flipkart  its takes more time to deliver the product and my box is open when I receive  it.READ MORE,5
"My experience with this headphone is not too good at all.1. Speaker quality is good and so on base, but after bluetooth connect, when I pause and play music, it had been creating distorted beep sounds and then play the music.2. Microphone quality of the headset that I got is too too bad. Other person cannot hear me properly during the phone call and they hear me as if I'm in a distorted sound place. Overall mic quality is very bad.3. Design is great, it feels classy on head.READ MORE",4
"Purchasing the product was a good deal for me. Excellent audio, thumping bass, great battery.Amazing product... Would suggest everyone buy this awesome headphone.READ MORE",5
"I bought it before one and half years but it's still working good and no problem in that.nice product from boat.bass is good,but the plastic quality should improve,recently it was broked but there was no problem in the speakers awesome product but must improve the plastic quality.packing is good thank you flipkartREAD MORE",5
The product is really a good product in this price range. I used it for last one week and i think it gives more than 8 hours battery backup. Its base is very good but overall sound is good. And if i talk about the design the look is excellent and the white & green combination product's look is really premium. One another good thing is it is foldable which makes you easy to carry. Overall the product is really a very good product in this price range.READ MORE,5
"After using for 4 days I found it nice product to buy. Good sound, good bluetooth range, usb cable also given... Overall a good product to buy in average price rangeREAD MORE",5
Kk... First thing... Very good quality... Have been using it for abt a week... No issues so far and the sound quality is awesome more like I'm in theatres... Also the battery backup is good.. I have been using it for 12 to 13 hrs straight with no connectivity issues... But the only problem is that it is fits too tight and it hurts my hears due to prolong usage.... If possible I will give this a 4.5 rating... I recommend that u guys go for the black ones... Becoz the cloth like texture will h...READ MORE,4
I love this product. Nd thank u so much for flipkart chip price i had to this Boat Rockerz 400 Bluetooth Headset nd bass ifect its Awsme nd Sound is also GoodREAD MORE,5
The boat rockerz headset is really awsome ..... The sound quality the bas everything is all ri8..... Nd ur flipcart service is also awesome in amravati..... The guy who come with delivery is a very good guy.... He deliverd my delivery on time...READ MORE,4
Sound quality jabardast but call for not bcz like dj sound in call  but music purpose very good like dj👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌batery like 10 hour super batery life 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌READ MORE,5
"I really like the sound and like the design, like the battery backup and it is a good product, no wastage of money.READ MORE",5
1 Highly Ultra deep base sound feel like vibrations2 Good battery backup can standby upto 9 hours3 good sound quality4 Light weight like 120 grams for wearing5 Cool Design and easily foldable for carry outREAD MORE,4
Nice product. And so cool and totally save desgin.. In this headphone sound quality is so perfect. And comfortable folded in box. Totally this Price compersion is much better than product.READ MORE,5
Boat Rockerz 400 sound quality is  perfect bass is awesome battery life too good but u see there is a but . The desgin of the headset is not good its not comfortable once u start using for 1hour ur ear starts to sweat and u feel very uncomfortable because it locks ur ear very tightly if u loosen it it won't fit on ur ears it'll start slipping off overall good product in low cost but boat should have tought of the design first ....READ MORE,3
Nice headphones with excellent sound quality. Easy to toggle. Comfortable as well. Worth the price I'd say.READ MORE,5
The bass the sound is aswsome. You will not face any issues with the sound as its bass is awesome. It will feel like you are in a djparty with best woofers. The bass is mindblowing. But the comfort level is lottle low. Boat has to make it headphone in a oval shape but these are in circle thats why ypu eyes will start paing within 10 min . But if you use for a month then maybe they will get loose.But boat had to make its shape in little oval style because then they are perfectly fir for ear as...READ MORE,5
Although best in market Worth every penny of INR 1099Never buyed so cool headphones Must buy one of the best selling products On FLIPKART And yes dont forgot about 2 free cables Plz like my reviewREAD MORE,5
Everything is nice about this headphones . Design and quality is like premium . But it seems little tight. However it's a good product and priceworthy .One must buy it if it's price is up to 1100 RS.READ MORE,5
"Awesome!... using this headphone from last 5-6 months and it's worth for every penny! The only problem is ,you can't wear it for a very long use.. otherwise , it's best if you don't have to spend most of your time listening ...😍 I am loving it!READ MORE",4
"Best Sound  quality  , perfect bass , but build quality is not so good , and aux cable defected, and LED  light not so good ...READ MORE",5
Good product in affordable price with smooth sound of music  ..Bass is moderate so that feel good to listen👍👍READ MORE,5
Product is awesome 👌 and... Design are perfect. Everything is ok and audio cable is long and .. branded USB CABLE . Feel like heaven 😇💙.READ MORE,5
"This is the headphone i loved too much upto now.It has everything that i want with clear and loud sound with high connectivity of bluetooth. I tried it in phone and laptop, it seems perfect for my devices.The red colour varient and classic design feels standard. There we get one aux cable also, which allows us to use it by wire also instead of bluetooth.You can use aux cable when charging is low.The main factor i.e. battery has so long backup upto 8 hours. I am surprised by this product a...READ MORE",5
Good headphone in affordable priceBut it has its own limitations1- poor bluetooth connectivity means it has hardly 7-8 meter of range2-average battery life. You have to charge after every 2-3 hours of usageOtherwise it's a good headphone in this price rangeReview written after 2-3 months of regular usage u can rely on thisAlso delivery services of flipkart is awesome they delivered the product befor time.READ MORE,3
"Good design, sound quality and battery backup. Pain free from in ear headphones. ConsRange is not good enough, hardly 6 feet, that also if you go behind a half wall it dropsCannot connect to multiple devices (laptop + phone) like othersREAD MORE",4
Amazing product sound bass is awesome.  Battery backup is great . Just go for it without any hesitation.  I'm in love with my headset . I'm using it about 6 month. Tnx flipkart ❤READ MORE,5
Nice Product .. Strong & Light weight .. also fit to my 9 Yrs Son in class-4 .. enjoying his online classesREAD MORE,4
"I am not sure if your feedbacks are valuable.The boat company reach them then only giving feedback makes sense.So it have great sound, not very much clear on calls but decent. Most important it has to be little softer with the grip on skull. It's too tight.READ MORE",4
awesome bass sound quality very good battery long life and I have a purchase Rs.1099 only really grateful product don't forget to likeREAD MORE,5
Hear lots of things about this but fact is that sound quality is really awesome and bass is excellent looks and design is perfect but yaar bass dil chu liya Pubg m v buht mast kaam kar raha hai Latency time is perfect few micro second that doesn't matter.But one thing when you play pubg then set volume moderate level otherwise due to high. Bass your ear get pain and headache too but sound quality lajawaabREAD MORE,5
Just received today... So thank you for fast delivery...😊... First of all this is my second time purchase of this headphone... And in this range... This headphone is like a dream... 😊READ MORE,5
"I love this headphone .It is amazing and super easy to use and I would personally recommend it very much.But there is only one problem that it doesn't work in a meeting of Google meet ,It doesn't cathes the voice and especially when you are having your meeting on a laptopREAD MORE",4
Bought this headphone on 16 June 2020. It's been a few days I've been using it. So far the battery backup is superb in this price segment. While the sound and bass is crystal clear and the noise cancellation works very well. A small complaint is regarding the design. After wearing it for an hour the ears stars paining due to small ears caps and tight build. Overall a good product for people who can comprise on the ear pain.READ MORE,4
Value for money Excellent sound quality ? But the mic isn't really good the other person will hear your voice at low pitch Although every thing is perfectly fineREAD MORE,4
"This headaphone is amazing qualities as boat promise to give..!! I borrow this 2 days back and now i love to have this..!! Sound quality,Bass,Value for money, sound clearance, design nd battery power all were the best as compare to others brand🔥READ MORE",5
It was amazing produt at this price  super sound quality and bass is also soooooo good it was 2 in 1 produce we can use bluetooth and wire supp productREAD MORE,5
Personally I like boat brand that's why I'm purchased. 1)Design 2) sound .cons 1) doesn't fit 2) Mic does not work properly.. it's not comfortable on ear... BTW overall it's good product.. I'm purchased for RS 1400 during this Covid Lockdown..READ MORE,3
Go for it.... nice sound.. good clarity and fastest connection..READ MORE,4
"*GENUINELY REPLYING A FEEDBACK* Battery backup didn't stand on my expectations hardly works for 3 and a half hour, mostly i liked the colour the and the design, but isnt comfortable with the cushion its too hard for ears to hold for 20 minutes, i litterally not using this Device rather that, i would refer to buy a muve aucostics headphone in the same range but a way more comfortable cushion and by a Backup of 15hours!!!!! With stunning detaails of musicREAD MORE",1
Awesome built quality. I might have purchased it when there was no offer and spent may be couple of hundred more but worth every penny. Easily connects via wireless to any latest devices and laptops. Very good range and clarity. Can be used for rough and tough use.READ MORE,5
"Battery backup is okay, generally gives about 3-4 hrs of usage on full charge. When the battery is about to die, the number of times it notifies gets irritating, so you won't be able to listen to anything except the notification of the battery being low.The microphone performance is really bad, it seems like you are talking from a distance.The ear pads are small, it is comfortable for a use of 30 mins but if you want to use it for hours it is not good, it will start hurting you.The so...READ MORE",3
Mic is not working properly especially in calls. Sound quality is very good and bass is excellent. Good for 1400 bucks. Battery backup is up to its mark. Finally a good product.READ MORE,4
after use of 1.5 yr i am satisfied with this product at 999  . sound quality is awsome and for loud lover this is the bestREAD MORE,4
Sound quality is way too gud. Most of the reviews are about non functionality of both sides  while using AUX cable. But surprisingly both sides worked for me. Just in love with it. Also supports Smart TV.READ MORE,5
Awesome sound and bass... Made with plastic.. but it is okey to use... good quality Perfect for this price... iam very happyREAD MORE,5
"The stuff is really great at this price range. I am writing this review after using for a week.Pros1. Superb bass , really super extra bass!!2. The sound quality is great , it has great clari3. I design is awesome ,great to look whether while wearing or just keeping on neck4. The AUX cable is a real help , literally you don't need to think much about battery if it by your side5. The battery life is awesomeCons1. The headband is too tight ,it makes it uncomfortable. After a using for...READ MORE",4
Product is cool sexy in looks...But cushning is not that much goodBass is..nice... quality of sound is grtOver all nice product ....READ MORE,4
This review is after 2 weeks usage........It's one of the top quality product from boAt. Nice sound quality ...... amazing bass.... although it has got some issues regarding connectivity. But keeping it aside awesome product.......READ MORE,4
very nice product and even packing is very good and even 1 day delevery i love this product thank u vry muchREAD MORE,5
Nice from Flipkart l love this management thank you so much you gave me nice productREAD MORE,5
It has a very good sound quality and very good product and is  easy to connect it with bluetooth. I prefer all to buy it.READ MORE,5
Writing this review after 9 days of usage-The sound quality is rich and impressive along with the bass that makes you feel that you are in the music. Noise cancellation is also great. Battery backup is excellent. Although I found little discomfort in the ears after 1hr or 2hr of continuous usage because the headset is a little tight. Overall a great headphone to consider at this price range. Great job done by Boat and thanks to flipkart.READ MORE,5
"Earlobes hurt even after 10-15 minutes of usage,Bass and loudness is good, but I think one should go after over-the-ear models for the better feel of music and noise cancellation, Battery backup and the dual usage mode is especially good about this device, even mic has no problems as suchBut I  highly doubt the build quality and suspect it won't last long,  definitely can't be packed in suitcases or carry bags lest it breaks, so only safe place is the neck.Overall it serves the purpose, b...READ MORE",3
"Nice head phone, sound quality is good Battery back up is also fine it goes more than 8hrs.The cons I found is the ear buds are small and continuous use may lead to some pain in ears.Build quality is also strong. Nice product.Iam proud that it's not a china product but it's an made in India product.#boycotchinaREAD MORE",4
"Not worth the money. Its not been a month and the aux cable got non functional. Sound quality is like the headphones that are available at the footpath markets or the electronic product seller train. the battery has a strong backup, u can use upto 2-3 days without charging. Can't hold for more than 20 mins in ear, it cause muscler pain. If you play games like pubg the by connecting through Bluetooth, sound effects lags timing. ProsBattery backupNoise cancellationConsSound qualityBuil...READ MORE",3
Good quality for boat 400 rockers... Best of the headphone bass quality is very good ... Thank u for filpkartREAD MORE,5
Good bass. Sound quality is good. But best clarity can be enjoyed in wired mode.Bluetooth mode sound quality 810Wired mode sound quality 910Value for money 1010READ MORE,5
There cannot be a better product from such a low price. I love using it. you can buy it without any doubt. I have not seen any lack of it till now. such a full of quality as well as good sound. Jay Hind 🙏READ MORE,5
Best headphones for regular use I had used till date but some points to know before buy ( 1). the strap will get lossen up pretty soon (2). the Bluetooth is good but the range is not good . this problems are not very big and I recommend this product to every oneREAD MORE,5
I have been using from 6 -7 months ..the bass is excellent..it is like noise cancellation headphones..the sound is good..but sometimes the right one makes trouble while connecting to the Bluetooth..but due to the wireprovided there is no defect..it occurs only when connecting to Bluetooth..But overall it is a nice and stylish headset to experience the music ignoring to the world🥳🥳🥳🔥🌟🌟READ MORE,3
"Value for money,nice bass and it's  looking pretty good in this price segment, really the bass is punchy and I recommend to buy and if you have any MI phone you can connect through Aux and can on the sound enhancer.....veryy good productREAD MORE",4
"This is a honest review on boat rockerz 400 This product is really awesome u can buy this headphones for playing games,songs etc.it has a battery life of 8-9 hours and the charging time is 2 hours and it also have extra bass and there will not be any problem in sound...and this is really awesomeREAD MORE",5
"Headset looks good, and sound quality is also good at this range,But within next 5-10 minutes after wearing, it hurts your ears,In first use I was frustrated, but after spending some time using this boat, I have found a perfect way to wear it.Overall good headphone,Just You have to learn a perfect way to adjust it over your ears.READ MORE",4
Excellent !! Sound quality is good and it's work very well must buyREAD MORE,5
??The best bluetooth headset I've ever used . I'm out of words to describe this product. Just loved it . just go for it you will love itREAD MORE,5
material quality is very best as well sound and bass is superb .and during lockdown i received my order within 1 dayREAD MORE,5
Mic quality is not good but headphone is really nice loved it and sound quality bass quality is too good but there should be noise cancellation mic for better calling experienceREAD MORE,4
Good product as it's price. Sound quality is good too but i experienced some issues after using it for few months. Whenever i watch a video the sound goes mute and i have to rewind the video to unmute it. It gives an extra wire for the headphone along with the usb. Design is rocking and well built. Keys are okay but can be improved a little bit. And battery life is good but it starts draining frequently after a little long use.READ MORE,4
M truly happy with flipcart this head phone is extremely work's good and best in this prize rangeI would like to recommend u guy's to go with this head phone💓READ MORE,5
Superb sound very nice everything blockbuster product thank you so much Flipkart love you all...READ MORE,5
"Quite a rock solid performer. The sound quality is better compared to same product in the market. definitely worth buying, I took it after lots of review reading and happy with the purchaseREAD MORE",4
Bass is heavy but don't expect like in a premium headphones.. sound quality is good not excellent.... good deal for 1000 bucks...READ MORE,3
"After using 5,6 days Now i m ready to say something about boat rckrs 400 the design, sound quality,bass and battery backup is in super condition. We use it in full day and charge it only one and half our in 24 hours product is able to give full day battery life  performance if btry going to low thn dont take tnsn you will able it to use by aux cable. In short this product is best in 1499 amount. Go for it.READ MORE",5
"Loved the headphone. Great quality, perfect colour combo, super extra bass effect, handy 🤍💚READ MORE",5
"Extraordinary sound, feels ur top of the world. good work BoatREAD MORE",5
Good bass and good sound very useful and it is best for playingREAD MORE,5
"Good product,bass is very clear & feeling comfortable to wear.i got only in 2 days after order .such a fast delivery it is.READ MORE",5
"I used this headphone from 7 months. After 7 month, the band break. The band quality is low. Better than this u can buy other good quality headphones. Till 7 month it's run really fantastic. But now it's disappointed me for this band quality. U can go other headphone better than this. And Bluetooth version is also low.READ MORE",2
Nice product and worthy for money the battery backup is really good it's been more than 10 months good backup and sound is very goodREAD MORE,5
It is very comfortable and it's look is awesome it's sound are very good and bass are more good . according to my point of view it is very good for music lovers and it's battery are awesome 👌 i am very happy with this product and I am use it first off all then giving a feedback after using this 4 monthREAD MORE,5
Superb quality but a little bit tight.Bluetooth connectivity is average.Bass is clear and High. If u want good sound quality.. good bass and a wireless headphone then go for it.READ MORE,5
Nice headphones but unable to make a clear conversation with other callers. We are able to hear their voice clearly but from our side it's not possible better u purchase boat headphones which is in 700 range without BluetoothREAD MORE,5
"The best ever headphones I have ever bought, The sound quality is awesome and the design is also very cool. Worth every penny as compared to 💀 Skullcandy.READ MORE",5
"The sound is good with decent bass and good battery backup. I got it in a special price RS.899 and worth of money. Noice cancellation is too bad. Others cannot hear us, if we are in a noicy place or traveling. Overall a good product in this price rangeREAD MORE",4
"Not suitable for calls, During calls getting lot of noice, not able to hear audio clearly from both sides. Not at all good for call, good enough for musicREAD MORE",2
Auxiliary cable doesn't work good. But overall product is good. Sufficient charging and good sound quality. Good blutooth range.READ MORE,4
If you are looing for comfortable one these are not a choice but if you have short ears you are  recommended to buy it sound quality is fabulous ❤️READ MORE,3
The sound quality is pritty good      cushion is all about to your head rest     battery backup is literally amazing.  Build quality is perfect it gives premium effect         bluetooth range is also good   it is a outdated version 2.1 but sound clearity is amazingREAD MORE,5
"Everyone he need for a good #pasawasoul Bluetooth Headphone he goes for a boat rockers 400 I use before 2 years and sound ,base quality & battery stability is wonderful.(I recommend you Buy only time of special discount 👍)READ MORE",5
