star_rating,review_body
5,The Cheapest Best Car Invention Ever ! I Should've Bought This Sooner Instead Of iNvesting On Other FM Transmitors That Were Four Times More Expensive Than This. I Absoulutly Love iT ! The Only Thing iD Change iS The Lighting... it's Too Bright And Driving At Night I've Had Cops Look At Me But I Still Love iT !
2,Stopped working after four months. Complete garbage.
5,"Great product, would buy again."
5,If I could give it and the seller 10 stars I would!!! Awesome delivery and products
5,"I've had them all and this is by far the best. Well made, not cheap looking, very sturdy."
5,"[[VIDEOID:f1c616e6a1b875bb84b9089395cad59f]]This item is great it helps vent out your car, so on those hot days your car is a little cooler inside! This is very nice because you do not need batteries for it to work. The work that I do for a living this is great because my car sits for hours in the hot sun before I get to get back in it.  This is a lot better than leaving your windows down, when you leave your windows down that is probably when it is going to rain!  This is nice because I keep a lot of stuff in my car, one time I had a cell phone get to hot and I had to get a new battery for it! This would have helped me save some money! This fan actually moves a lot of air for how small it is!<br />I got this item at a discounted price for a honest review!"
5,Awesome cord does not bend at the end like the apple ones and I honestly put mine through hell not on purpose of course lol but it is still in great condition.
4,"[[VIDEOID:fa85e618a003596a96e0cd0a6b306a41]]Pairing Name: Omaker-M075<br />Paired with iPhone 4<br /><br />Audio Characteristics:  Punchy Bass, warm and clear overall spectrum.  Not very loud, however, as such things go.  At max, a moderate listening level.<br /><br />Fit/Build profile:  Has rubber feet for vertical positioning, yet plays well horizontally - just be aware that also covers the funky, oddball, what-on-earth Volume, Track AND Power all on a single hybrid slide dial & push button thing that did indeed befuddle me for a few minutes.  All the instructions say is \\""Turn It On\\"".  Great.  It wasn't until I was fooling with that tiny little thing and happen to press against it that I realized you are supposed to long press it in (like a good three seconds at least) to turn it on/off.  And its a pretty tiny slot, not to mention I can see beefy fingers (like one brothers) having a frustrating grapple with it.  This is my main hit.<br /><br />Bluetooth Signal Reception Strength:  On par, through major obstructions, such as walls.<br /><br />Battery Life: It does not disclose an official battery life, even in the instructions.  However, it disclose the use of a 1050mAh battery, so I would estimate 6-8 hours continual play, depending on volume.  This is average for this size of speaker, so neither good nor bad.<br /><br />Additional Observations:  Upper ring around that huge Play/Pause/Answer button (makes that tiny gnome-designed thing on the bottom even smaller in comparison) is a soft, blinking blue when in use.  Turns red while charging, and the red does turn off when full.  Does show the battery life meter on my iPhone 4 (iOS 7.1).  Nice mesh carrying case.<br /><br />Summary:<br />So it had the audio goods, and I like the overall form factor of it.  Just a) not a crunking volume, and b) surely a more standard method of powering, volume, and track selection could have been used...<br /><br />- Complimentary product provided for evaluation, yet my thinking here reflects all my personal purchasing decision processes, and hopefully may help clarify if this best meets your own needs and expectations.efully may help clarify if this best meets your own needs and expectations."
5,Works great!
3,"Quality is ok, but the cables tend to fray around the connection end fairly quickly."
5,Got it in red and black and already in love with it. Hands down one of the best Bluetooth speakers in this price range. If you're looking for cheap Bluetooth speakers SoundBot SB571 is the way to go.
5,Great Case for the Nook.  My Mom likes the durability and handling of the NOOK in this case.
1,This is the worst radio I ever bought toch screen stop working very fast and the seller is the worst people to deal with don't buy from
5,nice product. works as expected. nothing to add :)
1,"Waited a month maybe longer, when it finally arrived it was not a Acten but some other model.<br />rear view camera works fine but navigation icon does not respond. Does not flow easily will return."
5,I have used several of these and love them.  I have used a different &#34;cheaper&#34; brand before but you'll soon receive the error that the cable is not the right one for this accessory.  Not with these!  Works!  Great value to buy in pairs.  I was able to stock up on my iPhone/ iPad Air 2 cables.
3,"FIRST THE GOOD:<br />  The battery life is OK.  I don't listen at max volume and got around 3-4 hours off a charge.<br />  The charging speed depends on the charger you use (it has nothing to do with the cable).  It charges in an hour or 2 with my nice 2 amp charger and takes much longer plugged into a laptop or standard phone charger.  This is standard for any device being charged by USB so don't blame the speaker if it takes forever to charge.<br />  The sound quality is decent.  Not a lot of bass but it's much better than the speakers that come on your cellphone and a lot louder as well.<br />  The suction cup on mine was awesome.  I stuck it to my windshield in the south Georgia heat for more than 2 weeks and it didn't fall off. (my car radio doesn't have bluetooth and I was listening to Pandora on a road trip)<br />  The volume level changes in small increments.  I have had other bluetooth audio devices that increment in large steps so you go from not quite loud enough to way too loud.  This one has small steps so it's easy to find the right audio level.<br /><br />THE BAD:<br />  Definitely not &#34;Waterproof&#34; more like &#34;Water Resistant.&#34;  I purchased this for music while Kayaking.  It got splashed a little and didn't seem adversely affected, but it got dunked and started acting weird.  It kept powering on and off again.  The buttons are actually part of a rubber ring that goes all the way around the speaker.  I pulled the ring off and let it air dry and it works good as new.  It's worth the then bucks I paid but they should really change the description.<br />  The volume and track change buttons are the same buttons.  Long press for volume, short press to change tracks.  This can get annoying if you forget and tap the button trying to bump the volume up a bit (as happened to me frequently)"
5,Works good as ever!
5,"[[VIDEOID:fc6d7c0266a602f5e8ce06be09c08539]]This back up alarm is good to have if you live in a busy city it helps out a lot. It can take sometime to install if you don't know what your doing. I got this and installed in a couple of hours.  You get a power cable, 4 sensors, and alarm.  This is help you with backing up and making sure you don't hit anything or anyone.  This worked great in my 2nd car made it better for me to parallel park.<br />I got this item at a discounted price for a honest review."
1,It was loud at first and then after a couple weeks it kinda just gave up and wouldn't turn up even with the volume on my phone all the way up. And then the side of it came off I don't recommend it.
3,Works fine.
5,These were perfect! My daughter (7 yr old) has received my husband's old iPod Touch 4 and to make it special for her we wanted a case for it that would match her style. When we saw that this item came with four cases and two stylus we were sold! My daughter has so much fun picking out which case to switch to and they are easy for her to take off and put on but they stay on great! They fit perfectly and the price could not be beat. They arrived in perfect condition and on time. I highly recommend these!
5,Great
1,"I was pretty sure I did not want a radio with analog tuning. But I like Sony's Walkman that I use every day, so I thought I would try it. Not only is the analog tuning difficult to use but the reception is POOR. I have difficult getting 2 local stations good enough to hear and understand. This is the worst of many Sony products I bought. Do Not Buy This!!!!"
1,This sub is not 600 Watts Max so if you think its a good deal then you better not drive it with over 250 Watts or you will blow it like I did with 500 Watts. The spec is very misleading.
4,One works perfectly the other some times doesn't work right away when plugged in
5,I can actually read it!  Lifetime maps is wonderful.
5,once I got it going it seems to be very seficient  for my needs
5,These are the ones to buy.  I've messed around with the cheaper versions that stop working after a week or so.  These work just like the original cord that comes from Apple.
2,Colors were off and very difficult if not impossible to tilt camera up or down
5,"Seem to be well made, no issues as with cheaper products. Pleased with the purchase"
1,broke just taking it off
1,"This turned out to be a truly piece Chinese junk, it will not play DVD or CD.Company does not respond to e-mail sent them in regards to warranty so I can get it repaired. I canot file an A to Z claim. This is the worst purchase I have made. Do not buy from this Canadian company."
5,"Fantastic device. I use this everyday. They have much improved the sound quality since the earlier days of Beats, and it is a godsend at the gym not having to deal with wires.<br /><br />----Pros---<br />-Easy Bluetooth connectivity: All you have to do is turn it on and it will automatically connect to the device that you last used with it, provided it is in range. If not, it will default back to any previously paired devices<br />-Great sound: while not as HQ as some of my more audiophile headphones, this is more than listenable, especially for Rap and EDM, music with a heavy bass element that is perfect for the gym<br />-Micro USB plug for charging: This is an absolute must, and huge upgrade over previous models that used AAA batteries.<br />-Build quality: solid build quality. I sweat into them regularly at the gym and it seem to have no effect on the audio quality or the headsets reliability (I bought the 3 year square trade warranty just in case though).  The phones themselves are made of some kind of plastic, but it feels solid and durable.<br /><br />---Cons---<br />-Could use a little more range: sometimes I find myself losing connection momentarily or music stuttering when running to the other basket on a basketball court, when my phone is sitting under the opposite hoop<br />-Battery life: while the battery life is admirable for the package you get, it would be a lot more convenient if the battery life was up to par with a device like the LG Tones. I do love the Micro USB plug for charging though.<br />-Pricey: this is a bit pricey, but I feel the cost is worth it for how well the package you receive works. But thats my opinion and I know some people do not share it. Because of the price I recommend purchasing some kind of Square trade warranty. I bought a 3 year one, just in case my sweating at the gym eventually kills it."
1,"Noisy, ineffective. Replacing with similar module with standard TRS."
1,Do not buy from them. I thought this was the whole visor which may have been my fault so when I just received a small metal piece with 2 screws i was shocked. A small metal piece for $25??? Anyway it wasn't what I needed so I requested to be able to return it. The email I received back was unbelievable. Very harsh. See below...<br /><br />don't understand. You say in your statement that you expected what was in the picture. There were 2 pictures of Broken visors. Are saying that is what you expected? Item is EXACTLY as described. The very first thing the Description and Listing states is that it is for a &#34;TOYOTA CAMRY SUN VISOR REPAIR KIT&#34;.  Listing and product description states FOURTEEN (14) TIMES that it is for REPAIR and is a REPAIR KIT.  Please explain where the &#34;Description Was Not Accurate&#34; as you have claimed. It certainly appears that you did not read the listing whatsoever which does not constitute a full refund.  Even so Buyer may return the repair kit but the following must be done before any refund will be issued.<br /><br />Very very unprofessional. I will not purchase from them again.
4,"Sounds pretty good for its size. It comes with a USB cable charger, an aux cable, a power switch and card reader/slot. Upper and bottom portions have silicon covers for extra protection. It  is very light and has a modern look. I just noticed that sometimes It's not that fast in terms of pairing with my device but still in an acceptable speed. I got this at a discount in exchange of an honest review."
5,Great product fast shipping!!
4,"plug hub is a little fatter  , so it wont plug into one of my devices with a case , otherwise great"
5,They work 👍🏻
3,Nice
1,Don't buy &#34;Apple certified&#34; cables from Amazon.  This is my third attempt and none of them work.
1,"This amp honestly sucks I've had two of this same amp now, the first one burned my subwoofers than caught on fire itself, and this current one burned my subwoofers that have a higher Wattage than the amp can produce and the bass level on the amp is set to its lowest setting, I just bought a new amp to replace this one and went back with Sony like I use to use before I had this amp the sound quality is much greater and a lot more clear still using the same subwoofers too the warranty on them replaced them for me and the new amp I can set the bass level up higher without it damaging my subwoofers."
5,Product works great!
5,Great customer service. Everything as stated and no problems.
2,Seller was great.  But the product is cheaply made and isn't what I expected.
4,"I'm not a sound buff, but this thing gets great range. The bluetooth connects about 10-15 feet away. My issue with this is that there is no volume control. One would think that the + and - on the top are volume controls, but they are next and previous. Overall a great purchase, but there's room for improvement."
5,It fit perfectly to both the iPod and my arm. I could use the iPod controls over the plastic. I never used the sensor case so I can't comment on that.
4,"useful and convenient.<br /><br />sound is quite cool.  there is no sound particularly distorted.<br /><br />connecting speed pretty good. just... price is little high.<br /><br />I was provided a sample for review and I do not promise a good rating in return, nor am I affiliated with this company or compensated in any way. I am just a regular Amazon customer who shops a lot on Amazon."
5,Both ends of the cable feel snug when plugged in. Probably the best cable I have had for charging my devices it doesnt feel loose or feel like its going to break.
5,Got the cables using prime so I got them in 2 days. Cables are great quality and charge my apple devices greatly. Thank you!
5,"cute, and keeps my zen mp3 player from falling apart"
3,"Nice toy I really enjoyed it and I like it, I wish it could be more vibration movements.<br />I tried to buy another one but I can't find it."
4,hard to find Lightning cables that work for a long time. So far so good.
5,"Works perfectly! I used this cable and Techstream 10 on a Windows 10 64bit laptop on a 2015 Toyota Camry, 2004 Lexus IS300, 2007 Scion tC and everything worked fine. I did not use the software on the mini-cd as my laptop refused to read it, so I got the drivers and software online."
1,to cheaply made written in chinese not worth it
5,Good
5,Excellent starter radio
1,"I wanted to love these sunglasses. They were a perfect fit for my face and looked great. The lenses were indeed polarized and worked well for cutting sun glaze.<br /><br />However, after just 3 wears (one week from receiving them), a screw fell out leaving my glasses broken.<br /><br />Obviously, at $10 I was not expecting these things to be indestructible, but to break after 3 wears is just unacceptable."
1,"Dont buy this product, dosent sound 24 hours not even 2 hours. They lie, missleading advertsing<br /><br /> Im on vacation birthday trip and this thing is a totally mess. i used to be a bose user and I make tha change to a beoplay A2. Worst decistion I ever made."
2,"This is a very basic, difficult to control MP3 player. It seems fairly well made so I'll give them that. The firmware is awful. If you connect to a charger, there is no indication of whether the battery is low, full or even accepting a charge. I have no way of knowing whether the battery life is as long as claimed because it's impossible to know the charge level.<br /><br />It will not work with Audible.<br /><br />Because it's so clumsy, I just loaded it with basic music and let her go---there is no real control so my play list is everything on it. Ugh. But hey, I give a star for that.<br /><br />If this device had better (a lot better) firmware, they could have a real winner."
2,"Arrived broken. After a $90 installation fee, and a ruined DVD we had to externally hook a portabable player to the monitor for our 12 hour trip the next day. The funny thing is we received an email asking for feedback from the company but there was no way to contact them.  But hey, the screen was clear."
5,it works - love my nook
5,Awesome  I Loved It
1,Received product with a defects be charge port
5,"These charge super fast, which is exactly what I was hoping for!"
5,Works great
1,This was a awful product and and very bad customer service by seller
5,Fast delivery.  Product as expected.
5,Good
4,Works good and well made. Sound pretty good as well. Small enough to carry around. I purchased this at a discount in exchange for an honest review.
2,Unfortunately not compatible with my older computer.
1,Did not realize that the iPod is reconditioned.  Considering returning the item.
1,did not work for me
4,Love it works great! It was easy to set up.
5,I love it &#60;3 though It's a bit expensive for this much small thing.
5,great deal on a hidden antenna
3,"It has a human voice warning that give distance in centimeters. No buzzer or beep sound, just the human voice warning."
5,"It look nice, love it!"
4,My wife like to see tv at night. With this I sleep well.
5,Shipping was much faster than I had anticipated. It seemed like I blinked and it was in my mailbox. As for the wire itself most definitely with money. I actually used this wire on a amp that had much smaller screws for the ground and positive. The kit did come with one 0 to screw clamp but could've used 2. Not complaining just saying.
1,"These are junk.  Not a single one worked in the package.  I tried to return and they refused, offered to send me more.  No thanks."
3,"Works, but it's flimsy. I would have liked to see metal mounting brackets, even if it raised the price. It looks good in the car and fits perfectly, but if I push on it, I can move it. I had it professionally installed too. All in all, good product for the price, but could easily be better."
5,"Love my purple Nook cover! Very sturdy, well made. It is a little heavy to hold while reading in bed but great for reading at my desk or on my lap. Great price also."
5,Good product.
1,It did not work.
5,"Bought these after loosing my keys at home, almost had to have the car towed and rekeyed. Haven't lost my keys since I bought this. Even put one in my wallet."
5,Works perfect!
1,The neck broke in 3 months.
5,Great under counter lights
1,"The first time I ordered this Ipod, it came without instructions, which was not too big of a problem; however, the Ipod would not turn on, even after charging. I ordered a replacement, and the same issue occurred. I did not care about receiving the &#34;retail&#34; packaging, and it appeared that it might be worth the small savings to order this product, but to no avail. Neither of the two Ipods received were able to be turned on...screen just remained blank, even after charging. Sorry to have to return this product.<br /><br />http://www.amazon.com/gp/product/B012C5XYHQ?psc=1&redirect=true&ref_=oh_aui_detailpage_o00_s00"
5,"As described, I have yet to be able to use most of them but the one I needed does connect."
5,"With the headphones (Sony), this one is great!  (Instrumentals are clear.  I can hear each and every instrument in the background; and the lyrics are very audible and clear.  Enjoy it very much."
4,"Can't go wrong with the price.  Loud enough to fill a room with sound with just two speakers connected.  If some music appear low in sound, it is most likely how it was recorded. i.e. low volume or low bit rate.  Some mp3's are better quality than others depending on copy.  Equalizing automatic sound levels throughout various albums would ensure same levels.  Non of this has to do with AMP quality or output but more with music being used and how it was ripped.  LOVE THE LITTLE AMP.  One thing that would be nice is a headphone jack which is not available.  Damn!"
5,perfect
1,"Remote was delivered promptly but after opening package and installing new batteries, the remote wouldn't work."
5,Awesome aupwr fast shipping and packing superior selling i would recommend to anyone thanks will buy again in future
5,Perfect for my needs. Plays beautifully.  Great price. Great service.
5,good cords
5,"Little smaller than I thought, but the sound is louder than I expected!"
5,good value
5,Very cheap way to add Bluetooth audio to your car
2,"Not user friendly. Dorky touch screen. Click, click, click. Much prefer my Garmin. Sorry I wasted my money. I had planned to return it, but with a sudden move from one motorhome to the next, the packaging and receipt was accidentally tossed."
5,great product! worked great!
4,Its just as I expected it to be
3,It was protective but after a while it started to stretch out and didn't fit my phone that much.
5,"Let me start off, with the price.<br />For $10, this is such a great product, I would rather have this than a typical $50 mobile speaker. How mobile it is, and how loud it is. It's loud enough for my friends and I to just tune to some music while playing games, or whatever.<br />The thing is, distance, since this is my first blue tooth device I've had I don't know if this is normal, but if I walk out of  the room, it stops, and cracks up, or when I block it with my body from my phone.<br />Honestly, it's the price, I'd rather by 5 of these then one upper end speaker. Quality is great and base is heavy.<br />Love every bit of it."
5,these sound great....
5,Great CD player. Initially planned on using the Bluetooth with my iPhone. Found it much easier to us the USB port with a tiny usb memory card to store my music. Sound quality is tremendously better with the usb vs. Bluetooth. Overall very happy with this purchase.
5,very good
5,"Honestly, these are the only charging cables I've had that have not frayed or stopped working after a short period of time. I keep one next to my bed and the other plugged into my computer at work for charging my phone. Both get used daily and I've had them for over a year at this point. Fantastic quality!"
5,Great speaker with excellent sound for its size!
3,When I received the item it was not running. Waited about a week and it started running. This morning had it on and the pin dropped out of the socket. It was very inexpensive but also very disappointed. Will not order any more!
5,They work as expected! Much better than any of the other cables for the iPhone I have bought on Amazon.
4,"Great, rich sound. Battery life is a little disappointing but overall, I think it's a good buy."
5,"This little speaker packs a punch! I am very please with the sound quality and it has great bass for such a small device. The rubber finish feels great, too. I previously ordered SoundPal F2 Bluetooth Speaker (about $15 cheaper) and was greatly dissatisfied. This speaker is amazing and I definitely recommend. Great product and great deal!"
5,COOOOOOL. I love the color stripes put upon the black straps! FUN FUN FUN moods to change for day by day! KEWL!!!
5,"Met expectations, shipping time was awesome"
1,"lifetime maps??????Phooey, just try to get them....every where you look, they have their hand out wanting you to PAY FOR AN UPGRADE"
5,Works great! Thanks!
5,"This is such a good idea, a flashlight that happens to have a battery to charge electronic devices. At only $8, that's the price of a decent flashlight. This battery has a nice bright, easy to use flashlight. And then add that you can charge an electronic device - an iPhone 6 plus around a half charge. The battery charges via microUSB. You'll have to provide the AC adapter or computer port."
5,"I thought that waterproof was a blatant lie. I'll admit it! I was worried about it, and wouldn't believe it for the longest time. However, curiosity finally got the best of me, since I wanted to swim for long periods of time, and I bought this one. I was certainly not disappointed. It works, it's always been waterproofed to me, and I've never had to worry about it getting wet, or it suddenly not working. When paired with a set of waterproof headphones, this iPod is unstoppable. Perfect for showers and swimming!"
5,It's very nice I love it so much.<br />I recommend this fish finder from this store.<br />Sure I will buy more.<br />Thanks for you my friend.
5,Does exactly what it's supposed to do and reaches far while doing it. Win.
4,"Bought as a gift for my brother, he uses it every night."
5,Just what I needed!
1,Stops working after a couple of months.
1,Not even the harness fit and it suppose to be plug and play.
5,"I've been using this case on my iPhone 6 plus for a few weeks and I love it. I get about 1.5 charges (on average) from the battery so I can go about 3 days before I need to recharge. It also fits my phone perfectly. I've dropped it a couple times by mistake and the case has held up fine. No damage at all. I also appreciate that you can remove your phone from the case without tools and it does take some force to unsnap the front as it should. With some other cases, the front cover is too easily removed and sometimes would fall off when the phone was dropped. This case doesn't have that problem. I do want to mention that I received this product in exchange for this honest, truthful and unbiased review of the product on Amazon. My review has not influenced by the fact that the product was provided at a discounted cost or in other cases was provided for free. I have no other connection to the seller."
5,Works perfect with iphone6 no issues.
1,"Wrong sizing, didn't fit my mk4 model key very well.<br />Guess it could just be the certain fob I have."
1,loses charge very very fast just listening to the radio for one hour
5,Great Value!
5,c
5,Works great.
1,"Product has no directions, the outside of the box has poorly printed outlines of Visor and writing in Chinese. Had to return, could not assemble and fit on the GPS in my Elantra. I was looking forward to a Visor like this, the glare on my GPS is awful. Guess the search goes on for another."
5,Has great sound was very impressed love this speaker
5,"great coverage for my reader, stay close magnetic closure turns it off.  slim design that is not too bulky to hold when reading"
3,The sound quality was good
5,My granddaughter loves the polka dots on her I pods!  She can interchange them to different colors daily!
5,"I bought the S-8 model for this product and I am pleasantly surprised at the quality of the sound - especially the bass performance - for such a small set of speakers. I use it as a drone sound (taanpura) for my Indian classical vocal practice with an apple store app and it feels great! The sound absolutely fills up a small room easily...The only two possible improvements I wish for are 1) an ability to connect to another device by automatically disconnecting the previously connected one (this needs to be done manually for now) and 2) perhaps an ability to connect to two or three such speakers from a single device so that different tracks could be played on different speakers! Those two will make this a dream-come-true for me!<br /><br />I love the fact that it can be also used in the car essentially as a hands free system to receive calls (and I haven't tried but could be perhaps used with Siri/Google to make calls by talking into it) !<br /><br />The buying experience was also smooth & pleasant. It came in an absolutely beautiful box with a modern design - one wonders how many things Steve Jobs passion for good design has inspired!  BTW, I Love the rubberized top & bottom, too!"
1,"Poor Function and Poor Quality.  I have a different Dash Cam that folds up the screen. This one does not fold, so at night, the screen lights everything up.. when you park your car at night and forget to unplug or turn off, it lights up the inside of the car and can be seen for blocks telling all thieves to come and get it !!  Also.. The screen that lights everything up at night gets dark spots. More and more of them.. When the car gets hot from being parked, the screen is worthless !!  At least at night it cools off and gets bright for all the thieves..  It is not that where I live there are lots of them, but when you go downtown or other places and park your car, why send it up the flag pole that you have a electronic device in your car !!  Heck.. Thieves would not know at a glance I only paid 20 bucks for this thing !! Heck the window they break to get it cost more !!!  Also.. The Suction device grabs the glass well, but the slider part that hooks to the actual Dash cam slides off around hard turns and the Dash Cam lands in your lap !!  I guess you could somehow reverse it so it lands in your girlfriends lap and you could then have an excuse for being grabby..  Not sure.. But worth a try..."
4,"Very nice sound, good volume, good battery life."
1,"THE CABLE TO MANAGE THE SPEKER IS TO SHORT, IS VERY DIFICULT TL HANDLE.<br />I BEEN ASKED THE SUPPLIER INFORMATION IN ORDER TO REPLACE IT. NEVER ANSWER"
2,Constantly looses connection.  Would not buy again.
5,Okay so i've used a lot of cables and my girlfriend actually steals mine because how great these are for iphones. Some cords that i've had usually aren't compatible with my iphone and tells me i can't use it but these ones are perfect the perfect length as well! Not made out of cheap materials so i would definitely recommend this to anyone! :)
2,Package only came with 1 cable when it said 2.
5,"Worked out perfectly to replace my broken mount ,very sturdy product and it also came with the plug to keep from throwing a rooster tail"
4,It 's working very good so far. However I like it a lot. Thank you for selling this.
4,Not as loud as I had hoped for.
1,"I was greatly disappointed by the lackluster sound quality and volume level of this device. The design is nice but the volume control seems to have issues, as my &#34;volume up&#34; button didn't seem to work. Returning the item. I do not recommend. I replaced this speaker with the Sentey Bluetooth Speaker 4.0 B-trek S8 for $15 more and I am blown away by the difference between the products. SoundPal is a waste of money and I definitely recommend spending the extra $15 for the Sentey speaker!"
5,This is second unit I have purchased. Super sound. Very long play time once charged. Easy to take anywhere. Highly recommend.
5,"The best non-Apple charging cords I've ever used. They are study, reliable, and I've never received the error message that the cord is not compatible. The best feature is the length of the cord at 6 ft. I believe most of my Apple cords have been ruined because of stretching and the cord ends up loosening up the wire until the constant dreaded &#34;charge, no charge, charge, no charge.&#34; I just order a couple of more cords to have on hand because our only issue now is losing cords. I highly recommend for those looking for a longer and less expensive alternative to the Apple branded charging cords."
5,good
5,thank you
5,Awesome
5,just like u said the product would be...thanks
5,I like that my device clicks into place giving it more security.. Nice pad for added function and comfort
5,"Wow! What a terrific fix for my sun visor problem. Easy to follow instructions.... a video to show you step by step... and it works!!  My visor had such basically flopped down and I had to remove it so I could see. when I saw the damage inside of it, I was sick. Of course, our friends at the Toyota dealership were talking 100 plus dollars. So I was estatic when I found the Camry Visor Repair kit. Worked just as they said it would and looks great.... even my pathetic stitching looks good!  Thanks for saving me money and making it so simple."
4,"So far this product is working wonderfully. I purchased the 6 ft cord so that I can use it on the couch and in bed, it works great. I love it, very happy with my purchase."
1,Terrible product do not recommend for a 2006 Honda CR-V. Nothing but the face cover worked. Had to use factory side mounts.
5,Great!
3,"I have used several of these mini speakers.<br /><br />This one sounded the same as much more expensive versions.<br /><br />The one issue was the button cover was on the wrong side, it was easy enough to switch, but the buttons are on one side only so not sure how that was missed.<br /><br />It does not come with instructions, and the buttons only show one function, such as there is no + or - for volume. but if you hold a button down it adjust the volume."
4,"I was hoping I could program the key for our 2010 Camry v6 xle using the YouTube instructions for camrys up to 2010. (Old key in/out ignition, door open/close so many times etc) would not work. Home Depot cut the key, that works , so using as hidden key to get in car only"
4,"good price, love it"
5,"Not sure yet how to change the language to english if there is an option to do so, but works well."
5,This is the best mp3 n mp4 player I've had yet...Crystal clear music videos are awesome great item
5,shipping took way too long but the product is excellent
4,Doesn't really glow but it's okay
4,Question...can I buy 4 of these and hook them together (wirelessly) for an even bigger outdoor sound?
5,Inexpensive and works!
5,"This product along with the power bank are a must have. When you are away from an outlet to charge up your speaker and other devices , the power bank is a life saver. I am completely satisfied with both. The speaker is small and compact with high volume, along with great ease to connect with your phone and computer."
4,"Every one who sees them ask where I got them. The mount is a little flimsy though, I had to mount them without it. I had to add about a foot of wire to 2 of the wires to make the work."
5,"Came faster then I thought, perfect condition easy to install. Overall perfect night was just what I wanted/needed"
3,"I love the color, but it has been a little hard to work with it.  It says you can use the side volume buttons for volume, but not while the song is playing.  To just adjust the volume while it's playing it will instead fast-forward in the song.  I haven't been able how to get it to not do that and just do the volume......"
5,Works well. Fast delivery
4,"Works well so far. No error messages from Apple and good, durable quality. The proof will be if this continues in the coming weeks. If so, will definitely switch from short apple cords to these!"
5,Works great!
5,"Great purchase.  The audio is excellent and the mic picks up everything very clearly.  Volume adjustment on the headset is a big bonus.  Ear pads and headband are both comfortable.  The headband adjustments are easy to use and seem to be durable.  The best thing about it is that I put it on before takeoff and I don't think about it again at all until I unplug it after shutdown.  No hotspots, nothing slips or moves, and the mic stays right where you put it. I haven't used the aux jack yet.  I'd absolutely buy from Rugged again."
4,Seems to have done the trick.
3,excelent!! fits perfectrly for my santa fe 2010
5,Works great. Exactly what i was wanting.
1,"I have a similar armband for the LG G3 from HandHeldItems and it seemed decent when I bought it but now - about 10 months down the line - it is falling apart and for some strange reason the touchscreen on my phone doesn't work any more. After getting in touch with them, they refused to stand by their product. Looks like it's $10 down the drain. I'd steer clear of HHI if I were you."
5,"BaoFeng makes great affordable products which last for long time.This is a great two way radio by BaoFeng. It is made with high quality materials. I love the fact the the radio is light weight and has a great grip. It is not heavy like Motorols that i used in past. My uncle owns a parking lot so it was always a great problem for them to communicate with employees. Since they got this BaoFeng radio communication has become so much better.Below are few facts and things that i like about these Baofeng BF-888s Two Way Radio.<br /><br />-  When you turn the device on, a voice says &#34;Power On&#34; and then speaks the channel number. As you change channels, it speaks the channel you just selected. That is very useful and makes things much easy,<br />-  Very durable, light weight and comfortable to hold.<br />-  Power-saving features to extend battery life.<br />-  Features Include CTCSS/DCS function, Scanning function, Emergency alarm, VOX, TOT and Monitor Functions.<br />-  They are also programmable through PC.<br /><br />Now for packaging and shipping:  The radios came very nicely packaged in the box which contain: Two radios, Two antenna, Two Li-ion battery pack, Two charger, Two  belt clips, Two slings and User's manual. The shipping was also very fast, i got the BaoFeng radio in two days after placing the order. The price is very reasonable for such a great quality. Luckily i bought them at a discounted price for testing and unbiased review. I am glad that i did because these BaoFeng radios are very well build, light weight and operationally, they perform quite well. I definitely recommend this Baofeng BF-888s Two Way Radio. Below are few pictures of the radio that i took when i first received them."
5,Fits my GPS and is exactly what I needed. Very pleased.
5,"Holds my Kindle well, easy access to buttons and charge port. Looks GREAT !!!"
1,It didn't work  for Toyota Corollain
4,"Got the key a day before it was scheduled to arrive.  Would get a five if it came with the screw.  Had to use one form an old remote I had.  After two weeks of use, screw got loose and wouldn't tighten anymore but still stays in place since it snaps on."
5,Bought these for my son's Apple Iphone 6 - he digs the extra long cording - easier to plug in and use...no issues with charging...I would buy again if need be.
2,Transmit audio level is extremely low.  Receiver works well but again transmit audio is so low that I need to mention it twice in this review and yes I did try both wide and narrow modes in the programming
5,Can't beat it for the price
2,Got my speaker yesterday and was very impressed with the speaker at first. It's sturdy and appears to be well constructed. I took it to work with me and it played fine. Everyone was impressed. I tried to use it last night and again this morning with no luck. It just sits as if maybe it's frozen or something. When I turn the power button off the light stays green. At this time the only thing I can use this for is a paper weight or desk ornament. I have a GEARHEAD Bluetooth speaker that I had been using before deciding to buy this one. It's not as heavy but plays just as loud and works every time. I'll contact the manufacturer to see if it is a software problem that can be remedied or something. I desperately want this to work but if not then I'm fine with getting my money back purchasing a second GEARHEAD.
5,"This device works as expected.  Its hard to get real excited about a thing that is meant to be used when you are irritated and looking for missing keys.... but it does work...  The remote is small-- like the size of an Ipod nano, so don't lose it or you will need one of these for it as well..."
5,love this speaker
4,"Speakers work great, my son loves them."
5,"If you are looking for something just to replace those worn out factory speakers, these work great. They sound good and work great with factory or after market radio. If you want that high end sound, these are not the ones to buy."
5,Excellent
5,Great specker Im going to order another one.
4,High quality unit.<br />I have had a problem pairing it with my iphone. It may well be my lack of expertise and not the receiver.<br />I plan to seek technical assistance to remedy the situation.
5,Awesome
5,"excellent product, just what I needed for the Atlantic coast and Gulf coast"
5,Not the best but it absolutely does the job. You'll love it. Especially when nobody believes you. You have the evidence you need.
